state,unemployment,year,Population,violent total,Murder,rape,Robbery,Aggravated assault,property total,Burglary,Larceny theft,vehicle theft
OH,5.633,1990,10847115,506.2,6.1,46.8,188.5,264.7,4337.3,982.5,2864.1,490.6
OH,6.475,1991,10939000,561.8,7.2,52.5,215.2,287,4471.2,1055.2,2915.6,500.4
OH,7.392,1992,11016000,525.9,6.6,52.1,199,268.2,4139.6,947.3,2721.3,471
OH,6.642,1993,11091000,504.1,6,49.1,192.7,256.3,3981.2,878.1,2667.7,435.3
OH,5.583,1994,11102000,485.8,6,47.1,187.5,245.1,3975.7,866.3,2682.3,427.1
OH,4.8,1995,11151000,482.5,5.4,43.4,178.7,255,3922.7,838.8,2669,414.9
OH,5.017,1996,11173000,428.7,4.8,41.3,164.1,218.4,4027,835.4,2784.1,407.5
OH,4.642,1997,11186000,435.4,4.7,40.8,158.7,231.2,4074.7,844.6,2824.1,406
OH,4.325,1998,11209000,362.5,4,40.5,133.5,184.5,3965,810.1,2771.1,383.8
OH,4.292,1999,11256654,316.4,3.5,36.7,128,148.2,3680.2,773.1,2558.9,348.2
OH,3.975,2000,11353140,334.1,3.7,37.6,137.5,155.3,3707.7,780.7,2583.2,343.7
OH,4.292,2001,11389785,351.4,4,39.2,151,157.2,3820.2,850.9,2598.6,370.8
OH,5.733,2002,11408699,351.7,4.6,42.2,156.6,148.3,3760.1,869.2,2516,374.9
OH,6.242,2003,11437680,333.9,4.6,40.7,147.7,140.8,3650.1,831.3,2460.1,358.6
OH,6.267,2004,11450143,338.7,4.4,41.4,152.2,140.7,3662.3,842.9,2464.3,355
OH,5.933,2005,11470685,350,5.1,40.7,162.8,141.5,3668,873.4,2433,362
OH,5.392,2006,11478006,361.5,4.9,41.6,169.2,145.9,3688.2,920.4,2437,330.9
OH,5.55,2007,11466917,355.4,4.6,40.6,160,150.2,3468.1,863.8,2308.2,296.1
OH,6.433,2008,11485910,352,4.8,39.4,162.9,145,3410,891.8,2270.5,247.7
OH,10.317,2009,11542645,331.9,4.6,35.7,153.1,138.5,3261.3,901.1,2163.9,196.3
OH,10.258,2010,11537968,314.7,4.2,32.3,142.9,135.3,3266.1,928.5,2154.5,183.1
OH,8.85,2011,11541007,305.2,4.3,31.9,138.6,130.4,3297.6,978.3,2138,181.3
OH,7.392,2012,11553031,301.5,4.1,33,133.3,131,3206.4,911.6,2123.9,171
OH,7.45,2013,11572005,291.4,4.1,31.1,125.2,124.2,2924.4,787.2,1968.5,168.7
OH,5.808,2014,11594163,284.9,4,35.3,110,127.4,2799.1,680,1963.6,155.4
OK,5.717,1976,2766000,286.6,6.4,27,70.3,182.8,4194.3,1317.5,2570.4,306.4
OK,4.942,1977,2811000,316.6,8.6,29.2,73.8,205,3843,1288.2,2228.1,326.8
OK,3.625,1978,2880000,353,8.5,31,88.3,225.2,3776.9,1299.8,2125.8,351.4
OK,3.392,1979,2892000,405.2,9.7,33,102.6,260,4297.8,1474.6,2396,427.2
OK,4.417,1980,3001252,419.5,10,36.3,104.9,268.4,4633.4,1692.7,2520.6,420.2
OK,3.625,1981,3098000,426.8,9,35.2,115.4,267.2,4410.5,1588.8,2403.5,418.2
OK,6,1982,3177000,443.9,10.8,37.1,132.8,263.2,4778.5,1603.9,2685.7,488.9
OK,8.367,1983,3298000,423.4,7.6,37.8,128.7,249.3,4505.7,1509.5,2549.6,446.7
OK,7.05,1984,3298000,407.5,7.8,39.9,111.2,248.5,4485.1,1454.8,2572.6,457.7
OK,7.217,1985,3301000,422,7.7,37.9,106.8,269.6,5003,1612.1,2824.4,566.5
OK,8.233,1986,3305000,436.4,8.1,36.4,106.5,285.4,5577.7,1786.8,3141.7,649.2
OK,7.275,1987,3272000,417.6,7.5,35.8,109.5,264.8,5608,1782.8,3220.3,604.9
OK,6.442,1988,3263000,434.5,7.4,37.7,105.1,284.4,5154.6,1643.4,2954.9,556.3
OK,5.65,1989,3224000,491.5,6.5,37.5,126.2,321.3,5011.1,1563.6,2862,585.5
OK,5.692,1990,3145585,547.5,8,47,121.9,370.5,5051.2,1447.5,3002,601.7
OK,6.317,1991,3175000,583.7,7.2,50.9,128.9,396.7,5085,1478.2,3050.1,556.6
OK,6.017,1992,3212000,622.8,6.5,48.4,136.2,431.6,4808.8,1359.8,2932.1,516.8
OK,5.933,1993,3231000,634.8,8.4,49.3,121.8,455.3,4659.4,1235,2943.7,480.7
OK,5.583,1994,3258000,651.5,6.9,49.6,128.1,466.8,4918.7,1251.2,3192.9,474.6
OK,4.583,1995,3278000,664.1,12.2,44.6,115.6,491.8,4932.7,1271.9,3164.3,496.4
OK,4.083,1996,3301000,597.1,6.8,46.8,106.8,436.9,5055.8,1255.6,3317.4,482.9
OK,4.083,1997,3317000,559.5,6.9,45.7,103.9,403,4935.1,1206.4,3287.3,441.5
OK,4.25,1998,3347000,539.4,6.1,45.2,92,396.1,4464.5,1143.4,2915.8,405.3
OK,3.517,1999,3358044,508.2,6.9,40.9,82.9,377.5,4175.6,1026.5,2787.8,361.3
OK,3.042,2000,3450654,497.8,5.3,41.2,75.8,375.5,4060.8,917.5,2785.4,357.8
OK,3.675,2001,3469577,510.9,5.3,42.8,79.1,383.6,4083.5,996.5,2724.7,362.3
OK,4.642,2002,3489700,504,4.7,45.1,85,369.2,4244.7,1007.9,2870.9,366
OK,5.475,2003,3506469,506.4,5.9,42.8,91.9,365.8,4312.3,993.8,2948.9,369.5
OK,4.883,2004,3523546,500.5,5.3,44.2,87.7,363.3,4242.1,1000.2,2874.1,367.7
OK,4.467,2005,3543442,509,5.3,41.8,91.2,371,4047,1007.3,2648,392
OK,4.017,2006,3579212,500.2,5.9,41.6,87.9,364.9,3624.5,962.1,2286.9,375.4
OK,4.1,2007,3617316,504.1,6.2,43.3,93.8,360.8,3558.3,950.1,2232.2,376
OK,3.733,2008,3642361,531.5,5.9,40.4,101.5,383.7,3474,967.7,2203.7,302.6
OK,6.358,2009,3687050,503.4,6.3,41.6,91.1,364.3,3589.6,1032.6,2273.2,283.9
OK,6.8,2010,3760184,481.4,5.2,39.1,89,348.1,3443,1006.5,2162.2,274.3
OK,5.892,2011,3784163,457.5,5.6,37.3,86.9,327.7,3372.4,963.5,2115.8,293.1
OK,5.233,2012,3815780,474.4,5.8,42.5,85.1,341,3432.3,945.9,2178.6,307.8
OK,5.292,2013,3853118,446.1,5.1,44.5,78.5,302.4,3280.9,869.7,2118.4,292.8
OK,4.492,2014,3878051,406,4.5,32.9,78.6,277,2990.7,760.9,1956.9,272.9
OR,9.392,1976,2329000,457.4,4.2,35.6,132.7,285,5901.4,1699.7,3806.8,394.8
OR,7.475,1977,2376000,455.8,4.9,39.9,124.1,286.9,5531.4,1636.4,3506.1,388.9
OR,6.058,1978,2444000,502.4,5,41.2,131.1,325,5573,1617.1,3561.1,394.8
OR,6.692,1979,2527000,545.4,4.2,44.4,130.6,366.2,5827.6,1609.9,3831.5,386.2
OR,8.475,1980,2610477,490.4,5.1,41.5,152.4,291.4,6196.5,1748.4,4087.8,360.3
OR,9.792,1981,2647000,478.7,4.4,41.7,180.6,251.9,6558.2,1967,4250.8,340.4
OR,11.542,1982,2649000,473,5.1,39.9,167.3,260.6,6094.5,1789.7,4003.8,301
OR,10.792,1983,2662000,487.8,4.1,40.5,170.3,273,5763,1745.8,3714.5,302.8
OR,9.442,1984,2674000,506.1,4.8,44.9,168.6,287.8,5737.6,1823.3,3617.9,296.4
OR,8.842,1985,2687000,551.1,4.7,50.7,185.6,310.1,6178.7,1886.5,3934.7,357.6
OR,8.058,1986,2698000,549.7,6.6,51.1,205.9,286.1,6531,1966.7,4162.8,401.5
OR,6.258,1987,2724000,539.5,5.6,45.8,196,292.2,6429.4,1782.7,4181.6,465.1
OR,5.775,1988,2741000,545.7,5.1,40.5,193,307.2,6513,1764.1,4154.4,594.4
OR,5.442,1989,2820000,518.6,4.8,46.6,151.8,315.4,5642.5,1425.4,3677,540.1
OR,5.508,1990,2842321,506.8,3.8,46.9,144.3,311.8,5139.2,1135.4,3545.2,458.6
OR,6.383,1991,2922000,506.3,4.6,53.4,150.1,298.2,5248.8,1176,3598.4,474.4
OR,7.408,1992,2977000,510.2,4.7,53.1,151.4,301.1,5310.7,1106.7,3670.6,533.5
OR,7.033,1993,3032000,503.1,4.6,51.3,129.6,317.6,5262.5,1024.8,3656.9,580.7
OR,5.433,1994,3086000,520.6,4.9,43.2,138.2,334.4,5775.8,1100.8,3969.7,705.2
OR,4.917,1995,3141000,522.4,4.1,41.7,137.9,338.7,6041.5,1102.8,4236.7,702
OR,5.7,1996,3204000,463.1,4,39.7,122.2,297.2,5533.6,988.3,4014.3,531
OR,5.667,1997,3243000,444.4,2.9,40.3,117.5,283.7,5825.3,1033.2,4197.6,594.5
OR,5.75,1998,3282000,419.8,3.8,39.8,105.2,271,5226.8,927.5,3773.3,526
OR,5.5,1999,3316154,374.9,2.7,36.8,86.2,249.3,4626.9,806.6,3409.1,411.1
OR,5.1,2000,3421399,350.7,2,37.6,84.4,226.7,4494.7,748.8,3338.7,407.2
OR,6.417,2001,3473441,306.6,2.4,33.8,79.1,191.3,4736.6,767.2,3542.1,427.3
OR,7.525,2002,3520355,292.5,2,35.2,77.9,177.4,4577.5,729.9,3378.2,469.4
OR,8.108,2003,3564330,294.8,1.9,34.2,79.9,178.8,4765.6,801.3,3432,532.3
OR,7.308,2004,3591363,298.6,2.5,35.7,76.6,183.8,4635.4,837.3,3282,516.1
OR,6.175,2005,3638871,287,2.2,34.8,68.1,181.9,4402,759.1,3114,529
OR,5.342,2006,3700758,284.6,2.4,32.9,73.3,176.1,3725.1,657.3,2672.3,395.5
OR,5.15,2007,3747455,293.9,2,34,76.4,181.4,3543,613.2,2539.2,390.6
OR,6.542,2008,3790060,261.4,2.3,31.2,70.1,157.9,3302.6,557.1,2445.3,300.2
OR,11.267,2009,3825657,260.6,2.3,31.4,65.3,161.5,3000.3,516,2223.5,260.8
OR,10.65,2010,3838332,251.4,2.5,32.3,63.1,153.5,3039.3,522,2279.5,237.8
OR,9.508,2011,3868229,249.3,2.2,32,57.8,157.3,3150.5,535.2,2379.9,235.4
OR,8.842,2012,3899801,247.1,2.3,29.7,62,153.1,3241.6,565.4,2413.3,262.9
OR,7.883,2013,3928068,242.8,2.1,25.5,60.9,142.5,3184.3,529.7,2402.3,252.3
OR,6.792,2014,3970239,232.3,2,26.5,52.7,140.8,2879,434,2204.6,240.5
PA,7.958,1976,11862000,294.9,6.1,18.1,138,132.8,3045,906,1790.8,348.2
PA,7.675,1977,11785000,282.8,5.6,19,130.3,128,2834.7,877.5,1624.1,333.2
PA,6.942,1978,11750000,301.1,6.2,18.7,136.7,139.5,2883.6,899.9,1643,340.7
PA,6.85,1979,11731000,333.6,6.2,21.6,152.2,153.6,3161.8,934.9,1837.6,389.4
PA,8.017,1980,11824220,363.9,6.8,23,177.9,156.1,3372.4,1038.5,1915.5,418.3
PA,8.383,1981,11864000,371.7,6.1,22.4,186.6,156.6,3311.5,1031.5,1910.8,369.2
PA,11.15,1982,11865000,360.4,5.7,20.6,175.4,158.7,3092.3,900.7,1859.4,332.2
PA,11.508,1983,11895000,342.8,4.9,20.6,172.3,145,2852.6,810.6,1726.8,315.2
PA,9.092,1984,11901000,320.6,4.5,23.2,148.4,144.5,2738.9,743.8,1655.3,339.8
PA,8.008,1985,11853000,331.1,4.6,24.3,147,155,2706.4,737.5,1640.7,328.2
PA,6.9,1986,11889000,358.6,5.5,25.1,152.1,175.8,2743.3,734.8,1654.1,354.4
PA,5.65,1987,11936000,369.4,5.4,26.2,144.4,193.3,2793.9,722,1722.7,349.2
PA,5.05,1988,12027000,362,5.5,24.9,138.1,193.5,2814.4,696.7,1690.9,426.8
PA,4.692,1989,12040000,378.6,6.3,24.6,149.7,198,2981.8,713.7,1798.7,469.4
PA,5.458,1990,11881643,431,6.7,25.8,176.2,222.3,3045.1,729.1,1810.5,505.5
PA,7.05,1991,11961000,450,6.3,28.7,193.9,221.1,3108.6,719.6,1907.4,481.5
PA,7.592,1992,12009000,427,6.2,27.7,180.7,212.4,2965.7,631.5,1866.5,467.7
PA,6.992,1993,12048000,417.5,6.8,26.5,179,205.1,2853.9,582,1831.7,440.2
PA,6.267,1994,12052000,426.7,5.9,26.1,186.7,208,2845.2,551.5,1844.3,449.3
PA,5.867,1995,12072000,427.3,6.3,25.2,189.3,206.5,2937.6,561.8,1963.1,412.7
PA,5.467,1996,12056000,480.3,5.7,25.2,189,260.5,3076.1,591.9,2079.9,404.2
PA,5.117,1997,12020000,442.1,5.9,27.4,156.3,252.6,2989.4,567.5,2054,367.8
PA,4.617,1998,12001000,420.5,5.3,26.9,164.9,223.5,2852.4,531.4,1965.4,355.5
PA,4.375,1999,11994016,420.5,4.9,27.3,155.7,232.5,2693.2,467.2,1898.9,327.1
PA,4.133,2000,12281054,420,4.9,26.4,147.8,240.9,2575.3,440.4,1839.2,295.8
PA,4.8,2001,12303104,409.9,5.3,28.2,142.2,234.2,2547.4,441.7,1815.4,290.3
PA,5.625,2002,12328827,402.1,5.1,30.3,139.2,227.6,2440.4,451.1,1723.1,266.2
PA,5.658,2003,12370761,397.8,5.2,28.7,145.3,218.5,2430.2,435.9,1724.1,270.3
PA,5.417,2004,12394471,411.5,5.2,28.5,149.1,228.6,2417.3,439.3,1728.2,249.9
PA,4.975,2005,12405348,425,6.1,28.9,154.9,235.4,2422,452.5,1732,237
PA,4.592,2006,12440621,442.3,6,29,169.6,237.8,2448.3,464.1,1745.4,238.8
PA,4.392,2007,12432792,416.7,5.8,27.7,156.4,226.8,2363.5,451.2,1699.1,213.2
PA,5.317,2008,12448279,410,5.7,28,151.6,224.8,2412.3,471.4,1760.2,180.7
PA,8.05,2009,12604767,382.3,5.3,28.8,138.9,209.4,2199,434.5,1623.1,141.4
PA,8.483,2010,12717722,366.5,5.1,27.3,128.8,205.3,2173.1,434.1,1607.5,131.5
PA,7.917,2011,12743948,362.4,5,26.2,126.8,204.4,2224.1,454.9,1636.9,132.4
PA,7.825,2012,12764475,355.5,5.5,26.4,123.3,200.3,2166.7,446.9,1601.4,118.4
PA,7.367,2013,12781296,335.1,4.8,21.3,115.3,185.3,2059.1,406.8,1544.5,107.7
PA,5.85,2014,12787209,314.1,4.8,21.8,105.8,173.5,1931.7,357.5,1472.2,102
RI,8.225,1976,927000,299.8,2.4,8.5,91,197.8,5350.4,1414.2,3050.6,885.5
RI,8.033,1977,935000,301.6,3.6,10.5,86.5,201,5125,1489.5,2844.1,791.4
RI,6.558,1978,935000,348.1,4,11,98.2,235,4914.1,1392.6,2714.3,807.2
RI,6.417,1979,929000,375.1,3.2,15.2,109.7,247,5394.4,1550.1,3051.3,793
RI,7.233,1980,945835,408.5,4.4,17.1,118.6,268.3,5524.1,1716.3,2964.3,843.6
RI,7.775,1981,952000,441.7,4.2,17.9,132,287.6,5410.1,1654.9,2891.3,863.9
RI,9.7,1982,958000,401.8,3.7,19.4,114.7,264,4962.3,1400.2,2826.4,735.7
RI,8.3,1983,955000,355.2,2.7,16.8,112.9,222.8,4650.3,1332.1,2666.3,651.8
RI,5.517,1984,962000,334.7,3.4,21.3,113.4,196.6,4439.3,1184.6,2562.8,691.9
RI,4.65,1985,968000,346.6,3.6,26.1,115.9,200.9,4376.9,1232.3,2491.6,652.9
RI,4.067,1986,975000,335.5,3.5,21.4,118.7,191.9,4567,1293.9,2568.3,704.7
RI,3.617,1987,986000,359.7,3.5,24.4,107.7,224,4925.8,1441,2701.3,783.5
RI,3.108,1988,995000,396.7,4.1,30.5,115.2,246.9,4807.7,1261.3,2718.5,827.9
RI,4.125,1989,998000,378,4.9,26.7,112.4,234,4846.9,1206.9,2715.8,924.1
RI,6.35,1990,1003464,431.9,4.8,24.7,122,280.4,4920.8,1271.1,2695.3,954.4
RI,8.567,1991,1004000,462,3.7,30.9,122.9,304.5,4577.4,1127.5,2655.8,794.1
RI,8.883,1992,1005000,394.5,3.6,30.9,94.5,265.5,4183.5,1047.7,2393.2,742.6
RI,7.742,1993,1000000,401.7,3.9,28.6,101.1,268.1,4097.3,1040.9,2410.1,646.3
RI,6.9,1994,997000,375.5,4.1,27.4,87.3,256.8,3743.5,912.8,2310.8,519.9
RI,6.325,1995,990000,368,3.3,27,92.3,245.4,3876.6,932.7,2503,440.8
RI,5.458,1996,990000,347.2,2.5,29,83.2,232.4,3646.4,821.7,2360.3,464.3
RI,5.158,1997,987000,333.5,2.5,36.8,71.6,222.6,3320.9,717.6,2178.2,425
RI,4.617,1998,988000,312.1,2.4,35.5,66.7,207.5,3205.7,653,2165.1,387.6
RI,4.158,1999,990819,286.6,3.6,39.5,79.5,164,3296,640,2249,406.9
RI,4.092,2000,1048319,297.7,4.3,39.3,88,166.2,3178.7,631.5,2102.2,445
RI,4.575,2001,1059659,309.3,3.7,39.3,93,173.4,3373,644,2253.1,475.9
RI,4.975,2002,1068326,285.6,3.8,37,85.7,159,3308.2,600.5,2251.3,456.4
RI,5.325,2003,1076084,285.7,2.3,46.9,77.1,159.3,2995.2,513.3,2074.2,407.7
RI,5.158,2004,1079916,247.5,2.4,29.6,67.7,147.8,2886,506.1,2002.3,377.6
RI,5.058,2005,1073579,252,3.2,30.1,72.3,146.9,2728,495.4,1823,410
RI,4.942,2006,1067610,230.4,2.5,27.1,69.3,131.5,2614.6,510.8,1765.8,338
RI,5.192,2007,1057832,229.1,1.8,24.4,71.8,131.1,2606.8,492.1,1812.7,302
RI,7.775,2008,1050788,252.8,3,26.8,83.7,139.2,2845,548.7,1991.5,304.8
RI,11,2009,1053209,254.3,3,28.1,74.5,148.6,2616.6,546.2,1842.3,228.1
RI,11.208,2010,1052528,257.4,2.8,28.3,74.3,152,2561.4,581.8,1751.2,228.3
RI,11.033,2011,1050646,246.1,1.9,30.4,70.8,143.1,2662.7,650.6,1786,226.1
RI,10.392,2012,1050304,253,3.4,27.8,68.1,153.7,2574.4,564.5,1759.3,250.6
RI,9.258,2013,1053354,257.3,2.9,31.6,64.8,146.9,2443.7,533.6,1697.5,212.6
RI,7.692,2014,1055173,219.2,2.4,24,50.1,132.5,2173.6,457.1,1542.8,173.7
SC,7.2,1976,2848000,599.2,11.6,31.9,105.7,450,4307.7,1553.6,2503.2,250.9
SC,6.883,1977,2876000,636.2,11.9,33,105.9,485.3,4201.1,1613.6,2342.4,245.1
SC,5.725,1978,2918000,637.6,11.5,35.4,101.3,489.4,4258.4,1498.6,2483.6,276.1
SC,5.017,1979,2932000,678.3,12.6,34.3,107.6,523.8,4387.8,1506.1,2585.5,296.2
SC,6.742,1980,3064557,660,11.4,37.5,118.1,493,4779.2,1670,2803.2,306
SC,8.125,1981,3166000,640.4,10.4,36.3,120.2,473.5,4678.7,1595.7,2807.5,275.4
SC,11.092,1982,3203000,720,10.9,38.8,122.4,547.9,4641.2,1490.9,2872.6,277.7
SC,9.858,1983,3264000,616.8,9.8,35,104.9,467,4154.1,1294.8,2619.5,239.8
SC,6.9,1984,3300000,624.5,9.2,40.3,103.3,471.7,4038.5,1231.7,2568.3,238.5
SC,6.908,1985,3347000,631,9.1,41.4,93.9,486.7,4209.5,1253.5,2696.7,259.2
SC,6.433,1986,3378000,674.6,8.6,41.3,99.5,525.2,4462.8,1340.3,2845.8,276.6
SC,5.533,1987,3425000,664.9,9.3,43.7,101.1,510.8,4497,1358,2858.2,280.8
SC,4.658,1988,3493000,741.2,9.3,42.7,124.7,564.4,4671.2,1416.2,2950.3,304.7
SC,4.617,1989,3512000,813.7,9.1,46.5,130.2,627.8,4805.6,1392.8,3070.8,342.1
SC,4.792,1990,3486703,976.6,11.2,53.7,152.4,759.3,5068.7,1380.4,3302.4,385.8
SC,6.133,1991,3560000,972.5,11.3,58.9,171.1,731.2,5206.7,1454.9,3364.7,387.1
SC,6.733,1992,3603000,944.5,10.4,57.5,170.6,706,4948.6,1378.5,3224.7,345.4
SC,7.267,1993,3643000,1023.4,10.3,52.3,187.3,773.4,4880,1309.2,3226.8,344
SC,6.242,1994,3664000,1030.5,9.6,54.3,186.1,780.4,4970.4,1274,3336.6,359.8
SC,5.208,1995,3673000,981.9,7.9,47.3,175.9,750.8,5081.8,1254.6,3441.8,385.4
SC,5.783,1996,3699000,996.9,9,49.2,172,766.7,5217.2,1283.8,3505,428.5
SC,4.575,1997,3760000,990.3,8.4,48.9,176.2,756.9,5143.7,1232,3492.7,419
SC,3.758,1998,3836000,903.2,8,45.7,154.9,694.6,4873.8,1162.7,3295.4,415.7
SC,4.258,1999,3885736,847.2,6.6,40.8,148.2,651.5,4477.6,1019.9,3086,371.7
SC,3.758,2000,4012012,828.1,7.3,41.4,155,624.5,4518.7,969.3,3125.2,388.5
SC,5.217,2001,4062125,815.2,8.1,43.5,147.4,616.1,4580.2,1049,3120.1,411.1
SC,5.808,2002,4103770,822.7,7.3,47.7,140.7,627,4479,1066,3002,411
SC,6.908,2003,4148744,806.4,7.3,47.1,139.8,612.2,4521.7,1060.4,3080.7,380.6
SC,6.825,2004,4197892,789.9,6.8,42.2,130.3,610.6,4536.9,1041.9,3120.4,374.6
SC,6.725,2005,4246933,767,7.4,43.8,133.2,582.9,4370,1006.4,2978,386
SC,6.433,2006,4321249,771.1,8.4,42.4,136.6,583.7,4274.5,994,2894.4,386.1
SC,5.667,2007,4407709,785.7,8.3,40.2,144.2,593,4294.8,1030,2876.8,388
SC,6.792,2008,4479800,731,6.9,37.6,147.2,539.3,4240.1,1026,2819.7,394.4
SC,11.258,2009,4561242,675.2,6.7,36.5,126.1,506,3909.2,996.3,2614.4,298.5
SC,11.158,2010,4637106,602.2,5.7,33.4,108.2,454.8,3905.4,997.6,2621.1,286.7
SC,10.558,2011,4673348,596.9,6.8,35.9,99.1,455,3921,1013.2,2616,291.8
SC,9.217,2012,4723417,560.5,7,36.2,95.5,421.7,3833,957.4,2590.1,285.5
SC,7.633,2013,4771929,508.5,6.4,36.4,83.1,372.2,3630.8,857.7,2509,264.1
SC,6.45,2014,4832482,497.7,6.4,30.6,82.7,365.8,3460.3,759.9,2433.4,267
SD,3.258,1976,686000,186.2,1.7,15.3,23.2,145.9,2454.2,620.4,1684.3,149.6
SD,3.3,1977,689000,189.1,2,13.5,17.9,155.7,2422.4,570.5,1704.4,147.5
SD,3.083,1978,690000,163.5,1.9,10.9,15.9,134.8,2525.8,599.7,1766.1,160
SD,3.375,1979,689000,159.1,2,16.4,20.3,120.3,2800.7,626.4,2000.3,174
SD,4.792,1980,688217,126.8,0.7,12.5,20.1,93.6,3116.3,692.5,2255.2,168.6
SD,4.967,1981,685000,104.8,1.8,11.5,17.8,73.7,2908.3,634.7,2129.5,144.1
SD,5.475,1982,691000,99,2.7,11.4,17.1,67.7,2545.9,562.2,1865.3,118.4
SD,5.233,1983,700000,120,2.1,17,15.9,85,2427.6,545.7,1779,102.9
SD,4.383,1984,706000,147.5,1.8,26.9,14.9,103.8,2465,499.9,1855.8,109.3
SD,4.85,1985,708000,136.6,1.8,23.7,17.1,93.9,2504.2,546.2,1856.2,101.8
SD,4.6,1986,708000,124.7,4,17.7,16.2,86.9,2591.2,553.5,1939,98.7
SD,4.225,1987,709000,119.7,1.8,20.6,12.3,85,2558.3,534.1,1928.5,95.6
SD,4.117,1988,715000,113.7,3.1,26.9,12.2,71.6,2467.3,517.9,1853.8,95.5
SD,4.008,1989,715000,135.5,1.3,32,11.7,90.5,2549.7,474.7,1966,109
SD,3.775,1990,696004,162.8,2,34.3,12.4,114.1,2746.5,527.4,2108.9,110.2
SD,3.5,1991,703000,182.2,1.7,39.7,18.8,122,2897,589.8,2192.3,114.9
SD,3.308,1992,711000,194.5,0.6,51.8,16.9,125.3,2804.4,541.4,2161.9,101.1
SD,3.375,1993,715000,208.4,3.4,44.5,15,145.6,2749.8,549.2,2086,114.5
SD,3.25,1994,721000,227.6,1.4,42,18.7,165.5,2874.6,546.2,2207.5,120.9
SD,3.058,1995,729000,207.5,1.8,41,25.9,138.8,2853.1,540.7,2191.5,120.9
SD,3.15,1996,732000,177.2,1.2,41,18.9,116.1,2792.8,557,2121.9,113.9
SD,2.942,1997,738000,197.4,1.4,48.4,23.3,124.4,3047.6,553.9,2377.4,116.3
SD,2.792,1998,738000,154.3,1.4,35,20.2,97.8,2469.8,468.6,1897.8,103.4
SD,2.725,1999,733133,167.4,2.5,45.8,14,105,2476.9,444,1915.5,117.4
SD,2.458,2000,754844,166.8,0.9,40.4,17.4,108.1,2153,383.7,1663.7,105.7
SD,3.092,2001,758324,154.4,0.9,46.3,13.6,93.6,2172.3,407.1,1657.7,107.5
SD,3.183,2002,760437,177.5,1.4,47.5,15.4,113.2,2103,399,1596.3,107.7
SD,3.533,2003,764905,173.7,1.3,46.5,13.6,112.3,2003.4,376.3,1512.9,114.3
SD,3.725,2004,770621,171.2,2.2,43.6,14.5,110.8,1931.6,408.5,1413.1,109.9
SD,3.817,2005,774883,179,2.3,48.7,18.7,109.3,1767,323.3,1336,108
SD,3.108,2006,781919,264.9,3.8,59.5,20.2,181.3,1766.4,386.7,1273,106.7
SD,2.842,2007,796214,241.9,3.9,54.4,14.8,168.8,1736.8,332.4,1305.9,98.5
SD,3.05,2008,804194,276.9,4.6,69.9,16.7,185.8,1724.3,333.6,1276.6,114.2
SD,4.925,2009,812383,218.7,3.7,61.7,14.4,139,1769.9,322.6,1340.6,106.6
SD,4.983,2010,816598,268.9,2.8,47.1,18.9,200.1,1859.9,390.9,1371.1,98
SD,4.742,2011,823593,255.6,2.4,61.1,20.3,171.8,1857.6,355.4,1387,115.2
SD,4.275,2012,834047,323.8,2.8,71.9,18.8,230.3,2077.3,393.3,1555.4,128.6
SD,3.792,2013,845510,323.2,2.1,53.7,18.5,242.7,1924.8,400.1,1413.9,110.7
SD,3.433,2014,853175,326.5,2.3,48.4,23.4,245.7,1863.9,330.3,1415.5,118
TN,6.1,1976,4214000,393.3,11,25.4,147.5,209.4,3865.1,1320.5,2218.6,325.9
TN,6.25,1977,4299000,389.5,10.1,29.7,145.8,203.9,3582.8,1492.3,1776.5,314
TN,5.808,1978,4357000,382.6,9.4,30.6,152.4,190.2,3307.8,1213.6,1766.1,328.1
TN,5.833,1979,4380000,414,9.8,34.5,166.1,203.6,3599.3,1294.7,1937.2,367.4
TN,7.425,1980,4545590,458.1,10.8,37.4,180.6,229.4,4039.8,1501.5,2175.2,363.1
TN,8.958,1981,4610000,412.6,9.7,37.6,171.7,193.5,3898.9,1384.2,2180.6,334.1
TN,11.725,1982,4651000,421.1,9.7,35.5,175.7,200.2,3992.5,1288.6,2371.9,332
TN,11.55,1983,4685000,402,8.8,35.9,172.8,184.6,3609.6,1205.9,2087.2,316.5
TN,8.567,1984,4717000,445.4,8.4,40,166.8,230.3,3444.2,1123.6,1954.1,366.4
TN,7.95,1985,4762000,474.4,9,42.6,180.9,242,3692.3,1166.8,2040.3,485.2
TN,7.908,1986,4803000,539.6,10.4,47,207.7,274.5,3994.6,1325.2,2125.8,543.6
TN,6.617,1987,4855000,533.5,9.1,43.9,193.8,286.6,4132.2,1351.8,2213.4,566.9
TN,5.817,1988,4919000,532.7,9.4,44.7,173.6,305.1,3936.7,1237.9,2156,542.8
TN,5.067,1989,4940000,548.9,8.4,46,160.4,334.1,3964.7,1206.9,2224.9,532.9
TN,5.342,1990,4877185,670.4,10.5,49.5,191.2,419.2,4380.6,1264,2545.1,571.5
TN,6.742,1991,4953000,725.9,11,46.4,212.9,455.6,4640.7,1365,2662.1,613.6
TN,6.5,1992,5024000,746.2,10.4,47.3,218.2,470.3,4389.6,1267.2,2546.5,575.9
TN,5.808,1993,5099000,765.8,10.2,49.9,220.1,485.5,4473.8,1182.6,2700.2,591
TN,4.867,1994,5175000,747.9,9.3,49.2,207.4,482,4371.9,1141.6,2670,560.3
